img,sky,building,vegetation
34231,0.309,0.322,0.066
34232,0.42,0.17,0.006
34233,0.455,0.011,0.205
34234,0.172,0.458,0
34235,0.1795,0.1195,0.1315
34236,0.509,0.042,0.063
34237,0.195,0.529,0.016
34238,0.487,0.004,0.164
34239,0.367,0.131,0.051
34240,0.199,0.38,0.079
34241,0.001,0.659,0
34242,0.369,0.251,0.035
34243,0.1075,0.03375,0.26725
34244,0.427,0.193,0.03
34245,0.332,0.259,0.037
34246,0.38,0.321,0
34247,0,0.856,0
34248,0.038,0.566,0.003
34249,0.214,0.001,0.454
34250,0.374,0.026,0.304
34251,0.392,0.025,0.187
34252,0.244,0.041,0.411
34253,0.352,0.204,0.092
34254,0.363,0.126,0.155
34255,0.362,0.013,0.335
34256,0.218,0.01,0.45
34257,0.39,0.058,0.204
34258,0.081,0.062,0.494
34259,0.231,0.456,0
34260,0.44,0.171,0.029
34261,0.00825,0,0.81225
34262,0.192,0.472,0.01
34263,0.103,0.177,0.367
34264,0.353,0.129,0.15
34265,0.367,0.233,0.037
34266,0.439,0.035,0.107
34267,0.088,0.558,0.007
34268,0.393,0.228,0.016
34269,0.214,0,0.509
34270,0.267,0.219,0.193
34271,0.494,0.113,0.064
34272,0.464,0.151,0.068
34273,0.33,0.318,0.004
34274,0.437,0.034,0.171
34275,0.22775,0.08925,0.19275
34276,0.27,0.288,0.044
34277,0.155,0.009,0.52
34278,0.213,0.004,0.477
34279,0.348,0.205,0.203
34280,0.148,0.004,0.6
34281,0.113,0.019,0.47
34282,0.302,0.107,0.24
34283,0.476,0.142,0.033
34284,0.459,0.122,0.117
34285,0.193,0.384,0.06
34286,0.377,0.206,0.031
34287,0.073,0.521,0.087
34288,0.288,0.306,0.008
34289,0.501,0.115,0.06
34290,0.429,0.1,0.149
34291,0.234,0.014,0.394
34292,0.401,0.007,0.239
34293,0.327,0.224,0.064
34294,0.42,0.165,0.181
34295,0.406,0.292,0.03
34296,0.257,0.222,0.156
34297,0.485,0,0.182
34298,0.207,0.463,0.003
34299,0.21,0.434,0.002
34300,0.444,0,0.177
34301,0.122,0.501,0.001
34302,0.266,0.077,0.315
34303,0.202,0.219,0.225
34304,0.248,0.239,0.181
34305,0,0.45425,0.069
34306,0.418,0.143,0.082
34307,0.359,0.171,0.117
34308,0.16,0.018,0.474
34309,0.376,0.062,0.342
34310,0.036,0.021,0.596
34311,0,0.036,0
34312,0.183,0.502,0.003
34313,0.204,0.004,0.38
34314,0.521,0.067,0.052
34315,0,0.652,0
34316,0.385,0.019,0.249
34317,0.436,0.166,0.019
34318,0.37,0.089,0.17
34319,0.163,0.518,0.002
34320,0.517,0.084,0.041
34321,0.527,0.087,0.003
34322,0.345,0.085,0.211
34323,0.276,0.154,0.221
34324,0.303,0.24,0.122
34325,0.303,0.344,0.007
34326,0.26775,0.1605,0.043
34327,0.159,0.146,0.33
34328,0.477,0.085,0.069
34329,0.292,0.051,0.358
34330,0.354,0.189,0.102
34331,0.369,0.088,0.223
34332,0.235,0.036,0.258
34333,0.519,0.087,0
34334,0.335,0.321,0.058
34335,0.325,0.004,0.388
34336,0.232,0,0.425
34337,0.259,0.189,0.246
34338,0.053,0.006,0.82
34339,0.484,0.031,0.137
34340,0,0.503,0
34341,0.416,0.09,0.112
34342,0.498,0.026,0.093
34343,0.438,0.159,0.101
34344,0.316,0.163,0.061
34345,0.524,0.043,0.13
34346,0.327,0.026,0.343
34347,0.399,0.081,0.144
34348,0.282,0.067,0.298
34349,0.488,0.146,0.044
34350,0.01475,0.45125,0.02175
34351,0.46,0.007,0.187
34352,0.466,0,0.356
34353,0.02825,0.07775,0.22125
34354,0.348,0.252,0.009
34355,0.436,0.129,0.067
34356,0.23,0.381,0.02
34357,0.418,0.037,0.182
34358,0.556,0.068,0.022
34359,0.389,0.073,0.157
34360,0.53,0,0.096
34361,0.388,0.024,0.219
34362,0,0,0.82175
34363,0.343,0.057,0.251
34364,0.418,0.12,0.095
34365,0.381,0.022,0.279
34366,0.388,0.303,0.012
34367,0.277,0.203,0.217
34368,0,0.801,0
34369,0.354,0.217,0.075
34370,0.215,0.472,0
34371,0.382,0.05,0.178
34372,0.325,0.073,0.305
34373,0.049,0.483,0.117
34374,0.171,0.475,0.018
34375,0.379,0.149,0.105
34376,0.234,0.443,0.018
34377,0.493,0.059,0.071
34378,0.451,0.015,0.191
34379,0.341,0.288,0.026
34380,0.468,0.012,0.174
34381,0.433,0.1,0.138
34382,0.272,0.154,0.243
34383,0.41,0.086,0.085
34384,0.469,0.074,0.117
34385,0.12125,0.0615,0.3445
34386,0.273,0.417,0.013
34387,0.441,0.125,0.109
34388,0.511,0.144,0.004
34389,0.177,0.22,0.264
34390,0.263,0.271,0.102
34391,0.382,0.082,0.222
34392,0.194,0.47,0.001
34393,0,0.65,0.068
34394,0.335,0,0.342
34395,0.209,0.206,0.236
34396,0,0.2925,0.00925
34397,0.396,0,0.373
34398,0.58,0.016,0.064
34399,0.429,0.009,0.194
34400,0.118,0.526,0.016
34401,0.362,0.038,0.281
34402,0.293,0.239,0.099
34403,0.382,0.205,0.08
34404,0.514,0.035,0.133
34405,0.24,0.326,0.095
34406,0.399,0.202,0.07
34407,0.353,0.197,0.114
34408,0.293,0.338,0.019
34409,0.14,0.161,0.355
34410,0.454,0.024,0.176
34411,0.348,0.096,0.199
34412,0.03625,0.03625,0.41125
34413,0.296,0.36,0.004
34414,0.345,0.01,0.251
34415,0.508,0.086,0.061
34416,0.28,0.154,0.221
34417,0.513,0.032,0.097
34418,0.369,0.267,0.035
34419,0.292,0.117,0.222
34420,0.259,0.157,0.253
34421,0.263,0.359,0.049
34422,0,0.644,0
34423,0,0.636,0.003
34424,0.135,0.425,0.104
34425,0.334,0.211,0.108
34426,0,0.778,0
34427,0.423,0.08,0.126
34428,0.19,0.047,0.421
34429,0.114,0.13,0.419
34430,0.447,0.091,0.104
34431,0.416,0.149,0.037
34432,0.131,0.122,0.409
34433,0.084,0.662,0
34434,0.297,0.277,0.057
34435,0.051,0.121,0.494
34436,0.411,0.077,0.206
34437,0.301,0.053,0.307
34438,0.29,0.007,0.38
34439,0.437,0.195,0.044
34440,0.143,0.052,0.486
34441,0.496,0.18,0
34442,0.16325,0.31225,0.07675
34443,0.372,0.319,0
34444,0.198,0.328,0.086
34445,0.235,0.412,0.006
34446,0.03375,0.00275,0.4815
34447,0.544,0.039,0.041
34448,0.182,0.012,0.482
34449,0.37,0.057,0.231
34450,0.44,0.031,0.172
34451,0.524,0.116,0.002
34452,0.309,0.248,0.079
34453,0.535,0.034,0.078
34454,0.302,0.048,0.275
34455,0.321,0.009,0.344
34456,0.245,0.398,0.049
34457,0.437,0.015,0.174
34458,0.285,0.238,0.014
34459,0.264,0.397,0.001
34460,0.403,0.074,0.181
34461,0.427,0.04,0.178
34462,0.551,0.064,0.018
34463,0.081,0,0.699
34464,0.188,0.454,0
34465,0.0325,0.1005,0.39175
34466,0.345,0.183,0.059
34467,0.346,0.038,0.263
34468,0.293,0.181,0.17
34469,0.12825,0.1935,0.22475
34470,0.526,0.031,0.066
34471,0.453,0.08,0.062
34472,0.329,0.067,0.227
34473,0.535,0.05,0.047
34474,0.0045,0,0.91925
34475,0.315,0.372,0.026
34476,0.513,0.062,0.084
34477,0.296,0.311,0.036
34478,0.256,0.116,0.27
34479,0.20425,0.2105,0.004
34480,0.453,0.005,0.189
34481,0.221,0.46,0
34482,0.197,0.14125,0.17
34483,0.271,0.231,0.161
34484,0.298,0.285,0.058
34485,0.326,0.087,0.127
34486,0.552,0.054,0.042
34487,0.354,0.066,0.228
34488,0,0.81,0
34489,0.388,0.017,0.215
34490,0.489,0.062,0.047
34491,0.196,0.452,0.032
34492,0.019,0.363,0.293
34493,0.283,0.403,0
34494,0.276,0.272,0.129
34495,0.27675,0.0025,0.13925
34496,0.514,0.002,0.116
34497,0.447,0.02,0.155
34498,0.152,0.563,0.004
34499,0.022,0.03,0.52
34500,0.053,0.092,0.62
34501,0.379,0.034,0.259
34502,0.543,0.057,0.033
34503,0.103,0.626,0.007
34504,0.498,0.14,0.01
34505,0.202,0.028,0.455
34506,0.343,0,0.344
34507,0.538,0,0.134
34508,0.564,0.013,0.042
34509,0.396,0.199,0.002
34510,0.288,0.049,0.326
34511,0.4,0.16,0.073
34512,0.352,0.094,0.132
34513,0.358,0.167,0.13
34514,0.53,0.027,0.035
34515,0.268,0.27,0.082
34516,0.344,0.048,0.228
34517,0.229,0.181,0.244
34518,0.029,0.641,0.02
34519,0.146,0.56,0.013
34520,0.507,0.003,0.103
34521,0.467,0.185,0.007
34522,0.339,0.003,0.379
34523,0.309,0.072,0.414
34524,0.007,0.712,0.05
34525,0.534,0.076,0.01
34526,0.001,0.6,0.024
34527,0.353,0.107,0.165
34528,0.077,0.474,0.08
34529,0.521,0.027,0.024
34530,0,0.93425,0
34531,0.369,0.14,0.034
34532,0.0725,0.22025,0.43075
34533,0.484,0.012,0.056
34534,0.19525,0.0525,0.11225
34535,0.415,0.122,0.119
34536,0.521,0.062,0.05275
34537,0.297,0.133,0.248
34538,0.327,0.176,0.155
34539,0.367,0,0.306
34540,0.048,0,0.706
34541,0.23,0.358,0.076
34542,0.351,0.161,0.109
34543,0.484,0.124,0.3315
34544,0.351,0.042,0.252
34545,0.382,0.183,0.151
34546,0.135,0.559,0.024
34547,0.179,0.479,0.008
34548,0.467,0.043,0.138
34549,0.24,0.02,0.346
34550,0.417,0.067,0.15
34551,0.168,0.484,0
34552,0.14,0.583,0
34553,0.043,0.002,0.599
34554,0.51,0.032,0.074
34555,0.541,0.014,0.074
34556,0.465,0.188,0.046
34557,0.154,0.54,0.003
34558,0.526,0.075,0.038
34559,0.25,0.354,0.113
34560,0.312,0.327,0.016
34561,0.393,0.279,0.006
34562,0.13425,0.16775,0.185
34563,0.312,0.027,0.339
34564,0,0.16,0
34565,0.284,0.063,0.285
34566,0.402,0,0.238
34567,0.03125,0.09825,0.4245
34568,0.48,0.126,0.001
34569,0.155,0.571,0
34570,0.361,0.14,0.142
34571,0.445,0.106,0.077
34572,0.495,0.101,0.072
34573,0.275,0.26,0.079
34574,0.337,0.098,0.193
34575,0.294,0.108,0.028
34576,0.18,0.463,0.005
34577,0.066,0.01225,0.51175
34578,0.247,0.344,0.032
34579,0.434,0.024,0.182
34580,0.334,0.198,0.126
34581,0.392,0,0.298
34582,0.402,0.127,0.116
34583,0.548,0.069,0.027
34584,0.435,0.179,0.016
34585,0.286,0.204,0.115
34586,0.134,0.034,0.491
34587,0.172,0.42,0.006
34588,0.355,0.198,0.092
34589,0,0.10925,0.3825
34590,0.297,0.065,0.3
34591,0.461,0.066,0.104
34592,0.0145,0.13125,0.0025
34593,0.181,0.496,0.002
34594,0.506,0.009,0.174
34595,0.506,0.007,0.168
34596,0.196,0.426,0.001
34597,0,0.5505,0.04125
34598,0.337,0.029,0.32
34599,0.386,0.056,0.21
34600,0.547,0.021,0.085
34601,0.335,0.247,0.044
34602,0.331,0.267,0.053
34603,0.456,0.031,0.155
34604,0.00325,0.48425,0.13325
34605,0.26,0.007,0.382
34606,0.459,0.082,0.142
34607,0.445,0.021,0.161
34608,0.186,0.434,0.008
34609,0.232,0.276,0.099
34610,0.275,0.369,0.002
34611,0.182,0.001,0.482
34612,0.21,0.345,0.076
34613,0.155,0.534,0.005
34614,0.002,0,0.652
34615,0.223,0.429,0.005
34616,0.501,0.06,0.078
34617,0,0.339,0
34618,0.387,0.113,0.202
34619,0.429,0.153,0.058
34620,0.396,0.047,0.223
34621,0.515,0.071,0.137
34622,0.499,0.122,0.022
34623,0.437,0.101,0.115
34624,0.225,0.124,0.173
34625,0.442,0.113,0.104
34626,0.209,0,0.396
34627,0.498,0.125,0.002
34628,0.565,0.056,0.006
34629,0.246,0.404,0
34630,0.355,0.274,0.043
34631,0,0.2795,0
34632,0.301,0.338,0.012
34633,0.387,0.055,0.187
34634,0.178,0.436,0.068
34635,0.337,0.118,0.211
34636,0.428,0.07,0.149
34637,0.335,0.102,0.25
34638,0.445,0.01,0.201
34639,0.497,0.042,0.092
34640,0.343,0.224,0.057
34641,0.491,0.038,0.096
34642,0.474,0.065,0.072
34643,0.282,0.283,0.04
34644,0.501,0.015,0.131
34645,0.037,0.063,0.576
34646,0.249,0.121,0.223
34647,0.357,0.132,0.201
34648,0.218,0.394,0.03
34649,0.403,0.203,0.015
34650,0.067,0.002,0.609
34651,0.293,0.128,0.192
34652,0.185,0.233,0.169
34653,0.445,0.099,0.129
34654,0.474,0.079,0.09
34655,0.386,0.082,0.153
34656,0.112,0.021,0.512
34657,0.446,0.015,0.172
34658,0.31,0.232,0.084
34659,0.305,0,0.412
34660,0.308,0.118,0.248
34661,0.472,0.106,0.063
34662,0.309,0.218,0.009
34663,0.317,0.305,0.007
34664,0.315,0.144,0.253
34665,0.399,0.023,0.198
34666,0,0.439,0
34667,0.182,0.521,0
34668,0.249,0.386,0
34669,0.285,0.188,0.058
34670,0.16,0.005,0.481
34671,0.208,0.101,0.383
34672,0.291,0.05275,0.12425
34673,0.495,0.047,0.061
34674,0.45475,0.1955,0.19025
34675,0.505,0.072,0.05
34676,0.401,0.034,0.22
34677,0.487,0.04,0.189
34678,0.298,0.344,0.017
34679,0.434,0.1,0.067
34680,0.513,0.007,0.117
34681,0.39575,0.10175,0.08225
34682,0.327,0.022,0.313
34683,0.385,0.18,0.108
34684,0.165,0.519,0.003
34685,0.334,0.12,0.197
34686,0.004,0.631,0.04
34687,0.383,0.001,0.267
34688,0.412,0.131,0.084
34689,0.001,0.617,0
34690,0.238,0.003,0.403
34691,0.203,0.145,0.288
34692,0.317,0.064,0.267
34693,0.487,0.045,0.104
34694,0.293,0.171,0.17
34695,0.253,0.425,0.002
34696,0.141,0.453,0.091
34697,0.333,0.124,0.212
34698,0.158,0.489,0
34699,0.284,0.289,0.086
34700,0.234,0.1,0.341
34701,0.349,0.126,0.163
34702,0.464,0.088,0.154
34703,0.528,0.077,0.001
34704,0.443,0.021,0.166
34705,0.357,0.012,0.331
34706,0.375,0.036,0.278
34707,0.289,0.054,0.295
34708,0.45,0.055,0.157
34709,0.378,0.118,0.153
34710,0.269,0.326,0.025
34711,0.494,0.002,0.156
34712,0.356,0.118,0.17
34713,0.334,0.24,0.112
34714,0.235,0.093,0.327
34715,0.431,0.154,0.104
34716,0.245,0.133,0.206
34717,0.474,0.089,0.067
34718,0.268,0.098,0.214
34719,0.0315,0.50625,0
34720,0.421,0.19,0.017
34721,0.361,0.192,0.045
34722,0,0.666,0
34723,0.414,0.061,0.137
34724,0.449,0.085,0.09
34725,0,0.257,0
34726,0.297,0.293,0.073
34727,0.393,0.186,0.074
34728,0,0.2,0.001
34729,0.465,0.013,0.184
34730,0.394,0.017,0.216
34731,0.354,0.152,0.157
34732,0.334,0.217,0.09
34733,0.08025,0.02775,0.65275
34734,0.483,0.102,0.102
34735,0.124,0.004,0.548
34736,0.381,0.048,0.202
34737,0.489,0.087,0.068
34738,0.076,0,0.737
34739,0.298,0,0.394
34740,0.34,0.044,0.246
34741,0.403,0.094,0.138
34742,0.362,0.409,0.118
34743,0.43,0.185,0.019
34744,0.489,0.056,0.122
34745,0.062,0.005,0.596
34746,0.237,0.263,0.033
34747,0.425,0.017,0.201
34748,0.516,0.063,0.049
34749,0.268,0.022,0.294
34750,0.167,0.277,0.202
34751,0.084,0.341,0.22
34752,0.42,0.167,0.046
34753,0.373,0.123,0.148
34754,0.445,0.002,0.175
34755,0,0.2,0
34756,0.202,0.354,0.043
34757,0.514,0.053,0.135
34758,0.385,0.01,0.277
34759,0.382,0.195,0.057
34760,0.126,0.001,0.567
34761,0.384,0.249,0.002
34762,0.461,0.013,0.181
34763,0.272,0.375,0.021
34764,0.279,0.338,0.049
34765,0.407,0,0.233
34766,0.508,0.059,0.054
34767,0.155,0.201,0.298
34768,0.281,0.22,0.147
34769,0,0.536,0
34770,0.2375,0.0155,0.19075
34771,0.511,0.057,0.112
34772,0.254,0.419,0.05
34773,0.499,0.002,0.092
34774,0.196,0.152,0.312
34775,0.002,0.617,0.041
34776,0.0005,0.77925,0
34777,0.548,0.064,0.018
34778,0.508,0.016,0.113
34779,0.32,0.06,0.257
34780,0.182,0.435,0.045
34781,0.187,0.478,0.008
34782,0.527,0.004,0.136
34783,0.263,0.153,0.239
34784,0.202,0.006,0.426
34785,0.394,0.007,0.232
34786,0.236,0.286,0.109
34787,0.472,0.149,0.017
34788,0.318,0.209,0.115
34789,0.193,0.146,0.213
34790,0.194,0.492,0
34791,0.23,0.404,0.021
34792,0.003,0.402,0.13475
34793,0.292,0.303,0.059
34794,0.358,0.214,0.083
34795,0.201,0.187,0.271
34796,0.547,0.061,0.014
34797,0.211,0.115,0.298
34798,0.484,0.113,0.054
34799,0.444,0.031,0.147
34800,0.289,0.032,0.42
34801,0.244,0.393,0.025
34802,0.447,0.202,0.046
34803,0.284,0.302,0.021
34804,0.471,0.042,0.062
34805,0.131,0.3125,0.11625
34806,0.44,0.205,0.027
34807,0.165,0.511,0.01
34808,0.175,0.385,0.119
34809,0.358,0.047,0.291
34810,0.242,0.408,0.035
34811,0.283,0.299,0.06
34812,0.407,0.229,0
34813,0.29,0.222,0.121
34814,0.544,0.049,0.026
34815,0.379,0.201,0.051
34816,0.02075,0.29,0.27825
34817,0.237,0.403,0.001
34818,0.306,0.054,0.33
34819,0.116,0.624,0
34820,0.212,0.055,0.295
34821,0.34,0.314,0.055
34822,0.254,0.25,0.122
34823,0,0.009,0.764
34824,0.457,0.101,0.054
34825,0.22,0.054,0.364
34826,0.513,0.058,0.073
34827,0.519,0.007,0.069
34828,0.479,0.001,0.159
34829,0.487,0.11,0.006
34830,0.231,0.071,0.35
34831,0.174,0.495,0.004
34832,0.355,0.084,0.071
34833,0.192,0.493,0
34834,0.553,0.01,0.083
34835,0.00775,0.14025,0.3645
34836,0.333,0.022,0.298
34837,0.471,0.073,0.098
34838,0.212,0.402,0.037
34839,0.08,0.544,0
34840,0.026,0,0.779
34841,0.361,0.015,0.271
34842,0.191,0.459,0.002
34843,0.369,0.098,0.144
34844,0.394,0.022,0.305
34845,0.479,0.055,0.074
34846,0.465,0.143,0.008
34847,0.241,0.405,0.015
34848,0.47,0.005,0.255
34849,0.333,0.143,0.129
34850,0.189,0.424,0.038
34851,0.034,0.616,0.02
34852,0.147,0.584,0.002
34853,0.266,0.336,0.044
34854,0.355,0.125,0.146
34855,0.375,0.03,0.276
34856,0.475,0.082,0.11
34857,0.39,0.238,0.065
34858,0.107,0.1665,0.31775
34859,0.131,0.092,0.357
34860,0.418,0.142,0.059
34861,0.4,0.014,0.27
34862,0.24,0.32,0.119
34863,0.366,0.221,0.041
34864,0.462,0.162,0.026
34865,0,0.555,0
34866,0.275,0.369,0.04
34867,0.122,0.013,0.511
34868,0.175,0.529,0
34869,0.328,0.156,0.133
34870,0.521,0.084,0.047
34871,0.2195,0.054,0.19425
34872,0.314,0.161,0.188
34873,0.496,0.077,0.078
34874,0.44,0.096,0.104
34875,0.29,0.195,0.199
34876,0.505,0.084,0.013
34877,0.326,0.108,0.208
34878,0.379,0.009,0.257
34879,0.152,0.005,0.407
34880,0.455,0.093,0.105
34881,0.12,0.495,0.043
34882,0.196,0.444,0.031
34883,0.501,0.051,0.094
34884,0.496,0.07,0.08
34885,0.377,0.137,0.138
34886,0.275,0.02,0.434
34887,0.444,0.024,0.155
34888,0,0.149,0
34889,0.569,0.044,0.005
34890,0.003,0.693,0
34891,0.385,0.068,0.238
34892,0.192,0.501,0
34893,0.346,0.138,0.148
34894,0.02825,0.445,0.0595
34895,0.483,0.152,0.021
34896,0.49,0.004,0.115
34897,0.194,0.549,0.002
34898,0.057,0.648,0
34899,0.366,0.006,0.318
34900,0.365,0.158,0.037
34901,0.494,0.081,0.053
34902,0.292,0.223,0.103
34903,0.202,0.467,0.003
34904,0.072,0.35675,0.12325
34905,0.389,0.111,0.076
34906,0.51,0.056,0.061
34907,0.3,0.003,0.315
34908,0.412,0.103,0.133
34909,0.56,0.041,0.002
34910,0.397,0.142,0.149
34911,0.13425,0.02075,0.31175
34912,0.321,0.257,0.078
34913,0.166,0.483,0
34914,0.302,0.293,0.054
34915,0.41,0.109,0.118
34916,0.391,0.148,0.093
34917,0.343,0.165,0.111
34918,0.329,0.259,0.083
34919,0.279,0.053,0.338
34920,0.307,0.249,0.112
34921,0.241,0.398,0.001
34922,0.31,0.238,0.069
34923,0.3,0.19,0.17
34924,0.157,0.041,0.515
34925,0.356,0,0.254
34926,0.406,0.021,0.217
34927,0.10125,0.256,0.1715
34928,0.349,0.074,0.211
34929,0.333,0.219,0.117
34930,0.511,0.003,0.157
34931,0.412,0.072,0.155
34932,0.276,0.309,0.09
34933,0.411,0.087,0.162
34934,0.495,0.125,0.016
34935,0.304,0.215,0.184
34936,0.27,0.08,0.296
34937,0,0.437,0
34938,0.438,0.077,0.167
34939,0.389,0.031,0.247
34940,0.516,0.052,0.018
34941,0.557,0.014,0.096
34942,0.153,0.134,0.354
34943,0.162,0.254,0.272
34944,0.314,0.107,0.245
34945,0.435,0.03,0.179
34946,0.3,0.329,0
34947,0.332,0.047,0.251
34948,0.35,0.268,0.025
34949,0.346,0.151,0.002
34950,0.486,0.068,0.086
34951,0.573,0.049,0.002
34952,0.133,0.543,0.005
34953,0.341,0.236,0.015
34954,0.213,0.23,0.196
34955,0.321,0.039,0.313
34956,0.377,0.172,0.082
34957,0.48,0.067,0.087
34958,0.0005,0.08175,0.464
34959,0.295,0.372,0.001
34960,0.528,0.026,0.029
34961,0.199,0.054,0.493
34962,0.115,0.29375,0.104
34963,0.255,0.351,0.004
34964,0.21,0.315,0.117
34965,0.363,0.131,0.113
34966,0.398,0.017,0.245
34967,0.562,0.037,0.017
34968,0.162,0.126,0.308
34969,0.51,0.098,0.012
34970,0.36,0.007,0.314
34971,0.461,0.087,0.062
34972,0.10525,0.14125,0.24025
34973,0.26,0.385,0.025
34974,0.317,0.024,0.407
34975,0.395,0.166,0.121
34976,0.149,0.055,0.442
34977,0.314,0.174,0.2
34978,0,0.616,0
34979,0.085,0.014,0.556
34980,0.261,0.248,0.147
34981,0.052,0.313,0.302
34982,0.35,0.244,0.043
34983,0.337,0.133,0.179
34984,0.527,0.073,0.074
34985,0,0.694,0
34986,0.357,0.025,0.249
34987,0.176,0.008,0.494
34988,0.47,0.082,0.062
34989,0.296,0.347,0.016
34990,0.47,0.206,0.01
34991,0.418,0.049,0.175
34992,0.364,0.1,0.127
34993,0.464,0.082,0.117
34994,0.245,0.426,0
34995,0.4,0.021,0.174
34996,0.178,0.005,0.471
34997,0.471,0.175,0.002
34998,0,0.218,0.006
34999,0.424,0.133,0.045
35000,0.144,0.191,0.273
35001,0.209,0.003,0.458
35002,0.284,0.339,0.019
35003,0.03275,0.34425,0.22825
35004,0.325,0.11975,0
35005,0.414,0.195,0.022
35006,0.217,0.442,0.01
35007,0.059,0.054,0.502
35008,0.245,0.396,0.011
35009,0.094,0.6,0
35010,0.256,0.12,0.255
35011,0.12925,0.35825,0.1455
35012,0.06825,0.00025,0.55
35013,0.505,0.001,0.184
35014,0.27,0.256,0.106
35015,0.261,0.232,0.166
35016,0.416,0.106,0.1
35017,0.238,0,0.412
35018,0.265,0.371,0.015
35019,0.0195,0.53425,0.04475
35020,0.469,0.063,0.103
35021,0.321,0.068,0.25
35022,0.324,0.27,0.04
35023,0.305,0.318,0.013
35024,0,0.579,0
35025,0.237,0.396,0.005
35026,0.266,0.072,0.384
35027,0.0235,0.1135,0.443
35028,0.408,0.159,0.059
35029,0.425,0.156,0.046
35030,0.388,0.203,0.053
35031,0,0.813,0.053
35032,0,0.692,0
35033,0.384,0.209,0.039
35034,0.301,0.335,0.027
35035,0.188,0.479,0
35036,0.191,0.414,0.009
35037,0.322,0.054,0.166
35038,0.203,0.461,0.045
35039,0.011,0.003,0.553
35040,0.425,0,0.252
35041,0.392,0.191,0.053
35042,0.233,0.006,0.418
35043,0.365,0.227,0.023
35044,0.39,0.219,0.048
35045,0.224,0.447,0.006
35046,0.226,0.426,0.003
35047,0.229,0.446,0.007
35048,0.316,0.227,0.073
35049,0.259,0.16,0.225
35050,0,0.33,0
35051,0.278,0.296,0.082
35052,0.36,0.161,0.131
35053,0,0.336,0
35054,0.283,0,0.416
35055,0.081,0.341,0.273
35056,0.1625,0.00525,0.27625
35057,0.363,0.046,0.303
35058,0.273,0.051,0.321
35059,0.014,0.041,0.707
35060,0.336,0.009,0.354
35061,0.249,0.087,0.302
35062,0.187,0.465,0.007
35063,0.51,0.049,0.033
35064,0.332,0.002,0.308
35065,0.319,0.279,0.029
35066,0.424,0.247,0
35067,0.426,0.118,0.118
35068,0.354,0.004,0.3
35069,0.355,0,0.322
35070,0.312,0.253,0.057
35071,0.318,0,0.379
35072,0.342,0.203,0.21
35073,0.451,0.058,0.144
35074,0.207,0.001,0.447
35075,0.046,0.389,0
35076,0.282,0.141,0.193
35077,0,0.712,0
35078,0.359,0.311,0.019
35079,0.324,0.226,0.037
35080,0,0.55775,0
35081,0.1475,0.03525,0.30975
35082,0.219,0.025,0.471
35083,0.064,0.615,0
35084,0.211,0.059,0.385
35085,0.445,0.036,0.174
35086,0.376,0.134,0.137
35087,0.176,0.498,0.025
35088,0.434,0.127,0.036
35089,0.288,0.291,0.065
35090,0,0.417,0
35091,0.289,0.395,0.012
35092,0.432,0.004,0.253
35093,0,0.753,0.013
35094,0.331,0.032,0.241
35095,0.457,0.001,0.224
35096,0.46,0.038,0.176
35097,0.00725,0.0175,0.4685
35098,0.149,0.429,0
35099,0.407,0.002,0.387
35100,0.447,0.008,0.161
35101,0.231,0.279,0.141
35102,0.448,0.059,0.138
35103,0,0.293,0.397
35104,0.247,0.412,0.019
35105,0.372,0.259,0.001
35106,0.067,0.213,0.043
35107,0.339,0.002,0.373
35108,0.455,0.068,0.01
35109,0.325,0.241,0.197
35110,0.532,0.028,0.063
35111,0.437,0.001,0.16
35112,0.463,0.137,0.018
35113,0.267,0.201,0.163
35114,0.292,0.21,0.134
35115,0.211,0.458,0.004
35116,0.126,0.004,0.604
35117,0.429,0.123,0.084
35118,0.322,0.181,0.139
35119,0,0.799,0
35120,0,0.292,0
35121,0.123,0.003,0.54
35122,0.502,0.094,0.002
35123,0.1105,0.32625,0.15475
35124,0.287,0.072,0.283
35125,0.309,0.326,0.027
35126,0.367,0.001,0.311
35127,0.223,0.255,0.15
35128,0.433,0.114,0.057
35129,0,0.681,0.014
35130,0.387,0.132,0.117
35131,0.478,0.178,0.023
35132,0.148,0.426,0.058
35133,0.121,0.018,0.499
35134,0.104,0.468,0.048
35135,0.246,0.231,0.165
35136,0.307,0.152,0.077
35137,0.316,0,0.48
35138,0.403,0.025,0.258
35139,0.506,0.042,0.09
35140,0.279,0.388,0.01
35141,0.521,0.025,0.087
35142,0.292,0.007,0.388
35143,0.14,0.376,0.018
35144,0.633,0.025,0.018
35145,0.571,0.036,0.012
35146,0.172,0.48,0.006
35147,0.327,0.367,0.002
35148,0.441,0.196,0.035
35149,0.052,0.334,0.199
35150,0.446,0.137,0.033
35151,0,0.684,0
35152,0.251,0.149,0.252
35153,0.421,0.014,0.245
35154,0.513,0.028,0.098
35155,0.0015,0.61675,0
35156,0,0.43375,0.0065
35157,0.408,0.073,0.159
35158,0.512,0.003,0.108
35159,0.318,0.406,0.019
35160,0,0.602,0
35161,0.287,0.293,0.093
35162,0.536,0.036,0.023
35163,0.436,0.038,0.209
35164,0.24,0.019,0.506
35165,0.428,0.037,0.142
35166,0.447,0.016,0.259
35167,0.482,0.172,0.001
35168,0.42,0.047,0.22
35169,0.471,0.047,0.156
35170,0.518,0.036,0.147
35171,0.008,0.073,0.58
35172,0.223,0.4,0.003
35173,0,0.56025,0.03525
